"","docname","Segment","WPS","WC","Sixltr","Dic","x1_function","x2_pronoun","x3_ppron","x4_i","x5_we","x6_you","x7_shehe","x8_they","x9_ipron","x10_article","x11_prep","x12_auxverb","x13_adverb","x14_conj","x15_negate","x20_verb","x21_adj","x22_compare","x23_interrog","x24_number","x25_quant","x30_affect","x31_posemo","x32_negemo","x33_anx","x34_anger","x35_sad","x40_social","x41_family","x42_friend","x43_female","x44_male","x50_cogproc","x51_insight","x52_cause","x53_discrep","x54_tentat","x55_certain","x56_differ","x60_percept","x61_see","x62_hear","x63_feel","x70_bio","x71_body","x72_health","x73_sexual","x74_ingest","x80_drives","x81_affiliation","x82_achieve","x83_power","x84_reward","x85_risk","x90_focuspast","x91_focuspresent","x92_focusfuture","x100_relativ","x101_motion","x102_space","x103_time","x110_work","x111_leisure","x112_home","x113_money","x114_relig","x115_death","x120_informal","x121_swear","x122_netspeak","x123_assent","x124_nonflu","x125_filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"1","R_TiJmmD1jPQalHl7",1,12.3,123,8.13,260.98,47.15,12.2,11.38,6.5,1.63,0,1.63,1.63,0.81,2.44,15.45,8.13,2.44,6.5,2.44,13.82,7.32,7.32,0,0.81,4.88,1.63,1.63,0,0,0,0,10.57,0.81,2.44,1.63,0,11.38,0.81,1.63,1.63,0.81,0.81,5.69,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0,1.63,9.76,3.25,18.7,6.5,6.5,5.69,1.63,0.81,0.81,0,0,0,0,0,0,0,0,0,17.07,8.13,8.13,0,0,0,0,0,0.81,0.81,0,17.07
"2","R_3gNuQbwbr7P3zRj",2,18.5,111,13.51,327.93,59.46,22.52,15.32,6.31,0,0,9.01,0,7.21,3.6,11.71,10.81,4.5,7.21,2.7,19.82,6.31,0.9,0.9,0,1.8,5.41,3.6,1.8,0.9,0,0,14.41,0.9,0,9.01,0,16.22,4.5,3.6,5.41,0.9,0.9,0.9,2.7,0,0.9,1.8,1.8,0,0,0,0,8.11,4.5,0.9,2.7,0.9,0.9,0,12.61,1.8,10.81,4.5,2.7,3.6,3.6,1.8,0.9,0,0,0,0.9,0,0.9,0,0,0,7.21,4.5,0,0,0,0,0,0,2.7,2.7,0,7.21
"3","R_2aRixnspkib5HsJ",3,18.5,111,5.41,292.79,55.86,15.32,10.81,3.6,0,0,0.9,6.31,4.5,4.5,13.51,12.61,5.41,6.31,0,23.42,4.5,0.9,0.9,0.9,1.8,2.7,2.7,0,0,0,0,9.91,0.9,0,0.9,0.9,6.31,0.9,0.9,0.9,1.8,0,1.8,2.7,2.7,0,0,0.9,0,0.9,0,0,1.8,0,0,0,0.9,0.9,5.41,11.71,4.5,26.13,9.01,10.81,8.11,0,0,1.8,0,0,0,0.9,0,0,0,0.9,0,5.41,5.41,0,0,0,0,0,0,0,0,0,5.41
"4","R_1IFA1cEatctRqTy",4,28.5,114,14.04,238.6,47.37,15.79,7.89,4.39,0,0,3.51,0,7.89,7.02,15.79,7.02,1.75,3.51,0,12.28,5.26,1.75,1.75,0.88,0,1.75,1.75,0,0,0,0,7.89,0,0.88,0,3.51,7.89,3.51,2.63,0,3.51,0,0,0.88,0,0,0.88,1.75,1.75,0,0,0,5.26,0.88,1.75,0.88,1.75,0,4.39,7.89,1.75,11.4,3.51,4.39,3.51,5.26,3.51,0,0,0,0,0,0,0,0,0,0,14.91,7.02,1.75,0,0,0,0,0,2.63,0.88,1.75,11.4
"5","R_SATpX5DlIXYC0s9",5,19.3333333333333,116,13.79,331.03,59.48,19.83,12.07,5.17,1.72,0,5.17,0,7.76,3.45,18.97,12.07,2.59,6.9,2.59,22.41,10.34,7.76,0.86,0,5.17,3.45,3.45,0,0,0,0,8.62,0,0.86,0,5.17,12.93,0,0,2.59,3.45,4.31,2.59,1.72,0.86,0,0.86,0,0,0,0,0,7.76,2.59,3.45,1.72,1.72,0,2.59,13.79,6.9,15.52,5.17,4.31,7.76,1.72,0,0,0,0.86,0,0,0,0,0,0,0,7.76,5.17,1.72,0,0,0,0,0,0.86,0.86,0,7.76
"6","R_28YBck0YKaCtWki",6,13.3333333333333,120,8.33,279.17,59.17,15,8.33,0.83,0,0,5.83,1.67,6.67,8.33,14.17,16.67,2.5,3.33,0.83,22.5,5.83,1.67,0.83,0.83,2.5,1.67,0.83,0,0,0,0,11.67,0.83,0,5.83,0,5,0.83,0,1.67,1.67,0.83,0.83,2.5,1.67,0,0.83,1.67,0.83,0,0,0.83,4.17,1.67,0,0.83,1.67,0,2.5,12.5,5.83,14.17,5,5.83,5,0.83,0.83,0.83,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67
"7","R_3lEub63WQLODNTh",7,22.2,111,13.51,321.62,60.36,18.02,11.71,3.6,5.41,0,1.8,0.9,6.31,2.7,12.61,18.02,6.31,7.21,1.8,19.82,7.21,5.41,0.9,0.9,0,1.8,1.8,0,0,0,0,18.02,1.8,0,0,2.7,7.21,0.9,0,0.9,0.9,0.9,3.6,1.8,0.9,0.9,0,0,0,0,0,0,11.71,9.91,1.8,0,0.9,0.9,3.6,13.51,5.41,18.02,3.6,3.6,10.81,0.9,1.8,0,0,0,0,0,0,0,0,0,0,7.21,3.6,3.6,0,0,0,0,0,0,0,0,7.21
"8","R_1P4Tk3ryPsJyD4M",8,26.5,106,15.09,318.87,53.77,24.53,17.92,5.66,0,0,12.26,0,6.6,1.89,9.43,9.43,7.55,6.6,2.83,20.75,6.6,0,0,0.94,1.89,7.55,5.66,1.89,0.94,0,0,15.09,0.94,0,13.21,0,13.21,3.77,0.94,1.89,0.94,2.83,2.83,3.77,0,0.94,1.89,0,0,0,0,0,2.83,0.94,0,1.89,0.94,0,0,16.98,4.72,10.38,4.72,2.83,2.83,1.89,0.94,0,0,0,0,0,0,0,0,0,0,13.21,3.77,4.72,0,0,0,0,0,4.72,4.72,0,13.21
"9","R_12Qo5ETRwmBGCkV",9,18.8333333333333,113,7.96,278.76,46.02,10.62,7.96,4.42,0,0,3.54,0,2.65,1.77,18.58,7.08,4.42,3.54,0.88,19.47,7.08,2.65,0.88,0,2.65,1.77,0.88,0.88,0,0.88,0,8.85,0,0.88,0,3.54,5.31,0,0,0.88,0.88,0.88,2.65,2.65,1.77,0.88,0,0,0,0,0,0,7.96,0.88,4.42,0,2.65,0,2.65,10.62,5.31,30.97,7.96,8.85,15.93,1.77,0,0,0.88,0,0,0,0,0,0,0,0,7.96,5.31,2.65,0,0,0,0,0,0,0,0,7.96
"10","R_8nVU4Z0iIVuINyx",10,114,114,13.16,310.53,63.16,13.16,7.02,0,0,0,7.02,0,6.14,7.89,14.91,15.79,6.14,7.89,0,21.93,5.26,0,0.88,0,1.75,7.02,7.02,0,0,0,0,12.28,1.75,0,0.88,7.02,8.77,0.88,0,1.75,3.51,0.88,1.75,1.75,0.88,0,0.88,0.88,0,0,0,0,9.65,3.51,2.63,0.88,4.39,0,1.75,15.79,3.51,13.16,4.39,4.39,4.39,0,2.63,0.88,0,0,0,0.88,0,0,0.88,0,0,4.39,4.39,0,0,0,0,0,0,0,0,0,4.39
"11","R_BQyc5HBbwnnYiBj",11,55.5,111,8.11,261.26,59.46,11.71,5.41,1.8,1.8,0,0,1.8,6.31,8.11,18.02,9.01,6.31,7.21,2.7,11.71,5.41,1.8,0,0,2.7,5.41,5.41,0,0,0,0,7.21,0,0.9,0,0,9.01,0,0.9,0.9,2.7,1.8,2.7,1.8,0.9,0,0,2.7,0,0,0,2.7,7.21,2.7,1.8,1.8,0.9,0,6.31,4.5,0.9,13.51,1.8,8.11,3.6,0,1.8,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0.9,0,1.8,1.8,0,4.5
"12","R_2tFITSYmLRwULxd",12,19.1666666666667,115,12.17,291.3,57.39,14.78,12.17,5.22,1.74,0,0,5.22,2.61,5.22,20.87,3.48,9.57,6.09,0,12.17,1.74,2.61,0,2.61,0,0,0,0,0,0,0,11.3,0.87,0,0,0,14.78,0,2.61,2.61,6.09,0.87,6.09,0,0,0,0,0.87,0,0.87,0,0,3.48,2.61,0,0,0.87,0,0.87,10.43,1.74,25.22,5.22,5.22,14.78,0.87,5.22,2.61,1.74,0,0,0,0,0,0,0,0,10.43,5.22,4.35,0,0,0,0,0.87,0,0,0,9.57
"13","R_2dMUHZore9m5trp",13,11.75,94,22.34,221.28,35.11,7.45,2.13,2.13,0,0,0,0,5.32,7.45,8.51,5.32,5.32,3.19,0,9.57,5.32,2.13,1.06,1.06,3.19,4.26,3.19,1.06,0,0,1.06,6.38,0,0,0,2.13,9.57,1.06,1.06,0,2.13,2.13,4.26,1.06,1.06,0,0,2.13,0,2.13,0,0,10.64,0,2.13,8.51,0,0,5.32,4.26,0,12.77,0,7.45,5.32,8.51,5.32,0,2.13,0,0,0,0,0,0,0,0,10.64,9.57,1.06,0,0,0,0,0,0,0,0,10.64
"14","R_3qe2FnyWdYIRTjz",14,14.375,115,6.09,269.57,53.91,12.17,6.09,0,0,0,6.09,0,6.09,8.7,15.65,12.17,4.35,5.22,0,20,3.48,1.74,1.74,1.74,5.22,0.87,0.87,0,0,0,0,10.43,0,0,6.09,0,10.43,2.61,2.61,1.74,1.74,2.61,0,0,0,0,0,0.87,0,0,0,0.87,1.74,0,1.74,0.87,0.87,0,0,15.65,2.61,18.26,6.09,6.09,5.22,2.61,0,0,1.74,0,0,0,0,0,0,0,0,6.96,6.96,0,0,0,0,0,0,0,0,0,6.96
"15","R_1OwMwANjXcGvlx6",15,19.1666666666667,115,12.17,298.26,52.17,15.65,13.91,11.3,0.87,0,1.74,0,1.74,4.35,18.26,7.83,1.74,4.35,0,20,2.61,1.74,1.74,0,0.87,0.87,0.87,0,0,0,0,14.78,5.22,1.74,1.74,0.87,4.35,0,2.61,0.87,0.87,0,0,0,0,0,0,0.87,0,0.87,0,0,13.04,10.43,1.74,1.74,0.87,0,1.74,11.3,6.96,21.74,6.96,13.04,2.61,0,4.35,4.35,0,0,0,0,0,0,0,0,0,7.83,5.22,2.61,0,0,0,0,0,0,0,0,7.83
"16","R_2Ygp0qzZWOSastL",16,28.75,115,13.91,332.17,60.87,20.87,15.65,10.43,0.87,0,4.35,0,5.22,3.48,9.57,15.65,7.83,6.96,1.74,26.09,1.74,0,0,1.74,1.74,4.35,3.48,0.87,0.87,0,0,8.7,0,0,4.35,0,19.13,5.22,1.74,6.09,4.35,2.61,2.61,3.48,0,1.74,1.74,3.48,0,3.48,0,0,6.96,0.87,3.48,1.74,0.87,0,4.35,14.78,2.61,7.83,0.87,2.61,4.35,4.35,0,0,0,0,1.74,0.87,0,0,0,0.87,0,12.17,4.35,2.61,0,0,0,0,0.87,4.35,4.35,0,11.3
"17","R_24nN9VQxQx9H5yh",17,22.4,112,9.82,275,53.57,15.18,13.39,8.93,0.89,0,2.68,0.89,1.79,7.14,17.86,5.36,5.36,6.25,0,13.39,2.68,1.79,0.89,1.79,4.46,0.89,0.89,0,0,0,0,7.14,0,0.89,0,2.68,9.82,3.57,1.79,0.89,0.89,1.79,0.89,2.68,1.79,0.89,0,0,0,0,0,0,8.04,1.79,1.79,3.57,2.68,0,10.71,3.57,0,20.54,3.57,8.93,6.25,1.79,0,0,0,0,0,0,0,0,0,0,0,5.36,4.46,0,0,0,0,0,0,0.89,0.89,0,5.36
"18","R_C8k86gZUgDmpsXf",18,13.625,109,17.43,275.23,48.62,10.09,10.09,0.92,0,0,9.17,0,0,5.5,14.68,12.84,0.92,4.59,0,22.02,2.75,0.92,0,2.75,1.83,1.83,0.92,0.92,0.92,0,0,12.84,0,0,9.17,0,5.5,1.83,1.83,0.92,0,0.92,0,1.83,0.92,0,0.92,1.83,0,1.83,0,1.83,4.59,0,0.92,2.75,0.92,0,2.75,13.76,6.42,21.1,6.42,9.17,4.59,1.83,4.59,0.92,0,0,0,0,0,0,0,0,0,8.26,7.34,0.92,0,0,0,0,0,0,0,0,8.26
"19","R_3ESRYt6a6OM014V",19,27.75,111,15.32,287.39,52.25,15.32,9.91,2.7,5.41,0,1.8,0,5.41,10.81,11.71,10.81,4.5,7.21,0,14.41,4.5,3.6,1.8,0,3.6,2.7,0.9,1.8,0,0,0,18.92,0,2.7,0,3.6,4.5,0,0.9,1.8,0.9,0,2.7,0,0,0,0,0,0,0,0,0,12.61,10.81,0,1.8,0,0,0.9,8.11,8.11,14.41,1.8,8.11,3.6,3.6,0,3.6,0.9,0,0,0.9,0,0.9,0,0,0,18.92,3.6,7.21,0,0,0,0,1.8,4.5,4.5,0.9,15.32
"20","R_Zr5NllQAgFzvuc9",20,21,105,19.05,339.05,46.67,18.1,12.38,0.95,11.43,0,0,0,5.71,2.86,10.48,8.57,2.86,5.71,0.95,19.05,3.81,1.9,0,0,3.81,4.76,4.76,0,0,0,0,20.95,0.95,0.95,0,0,8.57,0.95,1.9,0.95,1.9,0.95,2.86,0.95,0.95,0,0,1.9,0,0,0,1.9,24.76,19.05,3.81,2.86,2.86,0,0,16.19,2.86,21.9,1.9,7.62,12.38,2.86,1.9,1.9,2.86,1.9,0,0,0,0,0,0,0,9.52,4.76,3.81,0,0,0,0,0,0.95,0.95,0,9.52
"21","R_2w1b9GoDuqjgYLm",21,21.2,106,13.21,284.91,57.55,10.38,6.6,2.83,2.83,0,0.94,0,3.77,6.6,16.98,14.15,8.49,3.77,0.94,20.75,2.83,2.83,0,0.94,2.83,1.89,1.89,0,0,0,0,5.66,0.94,0,1.89,0,13.21,0.94,2.83,3.77,4.72,1.89,0,0,0,0,0,0.94,0,0.94,0,0,7.55,2.83,2.83,0.94,1.89,0,3.77,13.21,1.89,19.81,4.72,7.55,7.55,0.94,1.89,0,0,0,0,0,0,0,0,0,0,11.32,4.72,4.72,0,0,0,0,0,1.89,1.89,0,11.32
"22","R_2DSPgka7Z5aJXHq",22,19.5,117,9.4,289.74,55.56,11.97,6.84,0,0,0,6.84,0,5.13,4.27,17.95,11.97,6.84,4.27,0.85,20.51,7.69,1.71,0,0,2.56,3.42,2.56,0.85,0.85,0,0,9.4,0,1.71,6.84,0,3.42,0,0,0,2.56,0,0.85,0.85,0,0,0.85,0,0,0,0,0,7.69,1.71,0.85,1.71,2.56,0.85,0,12.82,6.84,24.79,8.55,9.4,7.69,0,4.27,0,0.85,0,0,0,0,0,0,0,0,8.55,5.13,2.56,0,0,0,0,0.85,0,0,0,7.69
"23","R_1Qg69mx4wSdu81w",23,14.5714285714286,102,17.65,283.33,43.14,13.73,13.73,0,0,0,12.75,0.98,0,1.96,8.82,8.82,3.92,7.84,0,16.67,0,0,0,1.96,0,2.94,2.94,0,0,0,0,26.47,9.8,0,13.73,3.92,0.98,0,0,0.98,0.98,0,0,2.94,2.94,0,0,0,0,0,0,0,7.84,6.86,0.98,0.98,0,0,0,9.8,4.9,18.63,9.8,5.88,6.86,0.98,5.88,0.98,0,0,0,0,0,0,0,0,0,13.73,6.86,3.92,0,0,0,0,0,2.94,2.94,0,13.73
"24","R_OHwm926F4d0VHYR",24,23.6,118,10.17,237.29,49.15,10.17,10.17,2.54,0,0,7.63,0,0,8.47,13.56,9.32,4.24,5.93,0,13.56,4.24,3.39,0,1.69,3.39,2.54,1.69,0.85,0.85,0,0,14.41,2.54,0,8.47,0,3.39,0,0.85,0,1.69,0,0.85,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0.85,0.85,0,3.39,8.47,1.69,16.1,5.08,6.78,4.24,0.85,1.69,0,0,0,0,0,0,0,0,0,0,12.71,4.24,7.63,0,0,0,0,0,0.85,0.85,0,12.71
"25","R_SHSyD3OJAEYmOBP",25,23.2,116,10.34,308.62,54.31,15.52,12.93,4.31,0,0,7.76,0.86,2.59,3.45,11.21,9.48,10.34,5.17,2.59,18.1,6.03,3.45,2.59,1.72,2.59,2.59,2.59,0,0,0,0,12.07,0.86,0,0,8.62,13.79,1.72,0.86,4.31,3.45,3.45,0.86,0.86,0.86,0,0,1.72,0,1.72,0,0,5.17,0.86,0.86,1.72,1.72,0,0,13.79,0.86,19.83,3.45,12.07,5.17,3.45,0,0.86,0,0,0,1.72,0,0,0,0.86,0.86,11.21,3.45,5.17,0,0,0,0,1.72,0.86,0.86,0,9.48
"26","R_3NOhyWAaLeAOB4g",26,20.4,102,20.59,307.84,48.04,12.75,10.78,0.98,0,0,9.8,0,1.96,5.88,13.73,11.76,2.94,6.86,0,17.65,6.86,2.94,1.96,0.98,2.94,7.84,3.92,2.94,1.96,0,0,10.78,0,0.98,0,9.8,14.71,1.96,4.9,2.94,5.88,0,1.96,0,0,0,0,0,0,0,0,0,11.76,0.98,2.94,2.94,4.9,1.96,0.98,12.75,2.94,16.67,2.94,8.82,4.9,0.98,0.98,0,0.98,0,0,0,0,0,0,0,0,11.76,5.88,1.96,0,0,0,0,0.98,2.94,2.94,0,10.78
"27","R_3ekvKSqBFkMr6oJ",27,14.375,115,6.96,295.65,52.17,13.04,12.17,0.87,0.87,0.87,9.57,0,0.87,4.35,13.91,10.43,6.09,7.83,0.87,14.78,8.7,4.35,0.87,0,4.35,8.7,6.09,2.61,0.87,0,0,13.91,0,0.87,0,9.57,3.48,0,0.87,0,1.74,0.87,0,4.35,0.87,0,3.48,2.61,0,2.61,0,0,7.83,1.74,1.74,3.48,1.74,0.87,1.74,15.65,1.74,13.91,1.74,2.61,9.57,0.87,0,0,0,0,0,0,0,0,0,0,0,7.83,6.09,0.87,0,0,0,0,0,0.87,0.87,0,7.83
"28","R_2eXQ3PRRUIwNz0m",28,15.5714285714286,109,17.43,239.45,38.53,12.84,9.17,2.75,1.83,0,1.83,2.75,3.67,6.42,7.34,8.26,0.92,2.75,0,11.01,3.67,1.83,0.92,0,0.92,3.67,3.67,0,0,0,0,16.51,1.83,0.92,0,2.75,4.59,0.92,0.92,0,0,0.92,1.83,0.92,0.92,0,0,1.83,0.92,0,0,0.92,13.76,10.09,0,2.75,0.92,0,2.75,7.34,0.92,12.84,2.75,4.59,7.34,5.5,4.59,1.83,0,0,0,0,0,0,0,0,0,14.68,5.5,5.5,0.92,0,0,0,1.83,0,0,0,12.84
"29","R_3EXOkAtgI9IPDRJ",29,21.2,106,14.15,279.25,54.72,12.26,5.66,2.83,1.89,0,0,0.94,6.6,3.77,13.21,13.21,3.77,10.38,1.89,19.81,5.66,3.77,1.89,0.94,4.72,1.89,1.89,0,0,0,0,7.55,0,0,0,0,14.15,1.89,0,4.72,1.89,0.94,5.66,0.94,0,0,0.94,0.94,0,0.94,0,0,7.55,3.77,0,1.89,1.89,0,0.94,13.21,3.77,15.09,4.72,8.49,1.89,0,1.89,0,1.89,0,0,0,0,0,0,0,0,5.66,4.72,0.94,0,0,0,0,0,0,0,0,5.66
"30","R_s7imuvck2DbnDyh",30,14.875,119,8.4,315.97,57.14,17.65,14.29,7.56,0,0,6.72,0,3.36,5.04,9.24,15.13,10.92,6.72,2.52,22.69,6.72,0.84,0,1.68,1.68,11.76,7.56,4.2,1.68,0,0.84,8.4,0.84,0,7.56,0,11.76,1.68,1.68,2.52,2.52,2.52,3.36,1.68,0,0,0.84,0,0,0,0,0,3.36,0,0.84,0,0.84,1.68,0,19.33,5.88,10.92,3.36,5.04,2.52,0,0.84,0,0,0,0,0,0,0,0,0,0,10.08,5.88,0,0,0,0,0,0,4.2,4.2,0,10.08
"31","R_1pXn6IeafOTeVPa",31,19,114,12.28,313.16,58.77,17.54,14.04,7.02,0.88,0,6.14,0,3.51,3.51,16.67,11.4,5.26,6.14,0.88,22.81,7.89,3.51,1.75,0,0.88,4.39,3.51,0.88,0,0,0,11.4,0.88,0,7.02,0,15.79,1.75,1.75,7.89,1.75,0,5.26,2.63,0,0.88,1.75,0,0,0,0,0,6.14,1.75,0,0,3.51,0.88,0.88,14.91,2.63,11.4,3.51,6.14,1.75,0,1.75,0,0,0,0,0.88,0,0,0.88,0,0,6.14,4.39,1.75,0,0,0,0,0,0,0,0,6.14
"32","R_3iXtp5qnt3DX4IV",32,15.2857142857143,107,16.82,275.7,46.73,14.95,11.21,1.87,0,0,9.35,0,3.74,6.54,15.89,1.87,2.8,7.48,0,12.15,2.8,2.8,0,0,2.8,1.87,1.87,0,0,0,0,14.02,0,1.87,0,9.35,8.41,1.87,0.93,0.93,4.67,0,1.87,4.67,4.67,0,0,1.87,1.87,0,0,0,8.41,4.67,0.93,2.8,1.87,0,1.87,9.35,0.93,14.02,2.8,7.48,3.74,2.8,6.54,0,3.74,0,0,0,0,0,0,0,0,9.35,6.54,0.93,0.93,0,0,0,0,0.93,0.93,0,9.35
"33","R_3iIMSn1PJEn0UNb",33,19.1666666666667,115,8.7,300.87,49.57,13.04,9.57,6.09,0,0,3.48,0,3.48,3.48,15.65,11.3,4.35,6.09,1.74,19.13,5.22,2.61,0.87,0,0.87,2.61,1.74,0.87,0,0,0.87,6.96,0,0.87,0,6.09,12.17,0.87,0.87,1.74,6.09,1.74,5.22,0,0,0,0,0,0,0,0,0,6.96,0.87,3.48,0,2.61,0,0,16.52,6.09,26.09,1.74,9.57,15.65,4.35,0,0.87,0.87,0,0,0,0,0,0,0,0,16.52,5.22,3.48,0.87,0.87,0,0,0,6.09,6.09,0,16.52
"34","R_1NsiKHRbi9kopbV",34,21.2,106,16.04,286.79,60.38,16.04,7.55,6.6,0.94,0,0,0,8.49,4.72,12.26,14.15,11.32,6.6,1.89,18.87,6.6,2.83,0.94,0,0,5.66,4.72,0.94,0,0,0.94,2.83,0,0,0,0,17.92,3.77,1.89,6.6,3.77,0.94,3.77,0.94,0,0,0.94,0,0,0,0,0,4.72,0.94,0.94,1.89,0.94,0,2.83,11.32,2.83,10.38,2.83,2.83,4.72,0.94,0,0.94,0,0,0,0.94,0,0,0,0.94,0,11.32,4.72,3.77,0,0,0,0,0,0.94,0.94,0.94,9.43
"35","R_1d4fORSrIOn7lAP",35,13.875,111,16.22,263.96,47.75,13.51,10.81,5.41,1.8,0,3.6,0,2.7,4.5,9.01,10.81,3.6,6.31,1.8,17.12,2.7,0.9,0,0,0,2.7,2.7,0,0,0,0,10.81,3.6,0,0,7.21,10.81,0.9,0.9,2.7,2.7,0.9,5.41,1.8,0.9,0.9,0,1.8,0,1.8,0,0,4.5,3.6,0.9,0,0,0,0.9,9.91,1.8,12.61,3.6,5.41,3.6,1.8,10.81,0.9,0,0.9,1.8,0,0,0,0,0,0,14.41,6.31,6.31,0,0,0,0,1.8,0,0,0,12.61
"36","R_BAkbqNzz91wENi1",36,18.6666666666667,112,8.93,315.18,52.68,19.64,8.93,2.68,2.68,0,1.79,1.79,10.71,5.36,14.29,9.82,1.79,3.57,0.89,17.86,0.89,0.89,0.89,0.89,2.68,0.89,0.89,0,0,0,0,15.18,3.57,1.79,5.36,0,5.36,0,0,0.89,2.68,0,1.79,1.79,1.79,0,0,4.46,0,0,0,3.57,15.18,10.71,1.79,1.79,0.89,0,4.46,11.61,4.46,24.11,4.46,16.07,4.46,0,2.68,0.89,0.89,0,0,0,0,0,0,0,0,7.14,4.46,0.89,0,0,0,0,0,1.79,1.79,0,7.14
"37","R_2PB95G3J33r2Cyh",37,29,116,10.34,317.24,54.31,12.93,10.34,0.86,3.45,0,6.03,0,2.59,3.45,16.38,14.66,0,6.03,1.72,23.28,1.72,0,0.86,0.86,1.72,7.76,5.17,2.59,0,0,0,13.79,2.59,0,6.03,2.59,13.79,2.59,2.59,1.72,1.72,4.31,1.72,0.86,0.86,0,0,1.72,0,1.72,0,0,12.07,6.03,2.59,2.59,0.86,0.86,3.45,15.52,0,15.52,3.45,6.03,6.03,1.72,0.86,0,0.86,0,0,1.72,0,0,1.72,0,0,7.76,3.45,2.59,0,0,0,0,0,1.72,1.72,0,7.76
"38","R_xo5szuj96f0Rdwl",38,25.25,101,16.83,249.5,45.54,16.83,10.89,0,0,0,10.89,0,5.94,5.94,13.86,4.95,3.96,2.97,0,12.87,2.97,1.98,1.98,0,0.99,0.99,0.99,0,0,0,0,14.85,0,0,10.89,0,7.92,0,0.99,1.98,1.98,2.97,0,0.99,0,0.99,0,0,0,0,0,0,1.98,0,0,0.99,0.99,0,0.99,7.92,4.95,20.79,7.92,6.93,5.94,0,0.99,0.99,0,0,0,0,0,0,0,0,0,12.87,3.96,8.91,0,0,0,0,0,0,0,0,12.87
"39","R_cI5a7znyuneoQ3T",39,19.1428571428571,134,9.7,246.27,43.28,20.15,17.16,8.96,0,1.49,6.72,0,2.99,1.49,8.96,6.72,2.24,5.22,0,13.43,1.49,0,2.24,0,2.24,7.46,5.97,1.49,0,0,0,18.66,0,0.75,0,6.72,5.97,0,0.75,0.75,2.24,1.49,0.75,2.99,0,2.24,0,0.75,0.75,0,0,0,4.48,0.75,0.75,0,2.24,0.75,0,10.45,2.99,7.46,3.73,3.73,0.75,0,1.49,0,0,0,0,1.49,0,0,0.75,0,0,23.88,5.22,7.46,0.75,0,1.49,0,0,8.96,1.49,0,23.88
"40","R_1i8s0PDCAxfHhln",40,36,108,14.81,287.04,51.85,12.04,10.19,0,0,0,10.19,0,1.85,6.48,9.26,14.81,1.85,5.56,2.78,24.07,1.85,0,0.93,0,0.93,0.93,0.93,0,0,0,0,16.67,0,0,0,10.19,17.59,2.78,0.93,7.41,2.78,1.85,1.85,0.93,0,0,0.93,0,0,0,0,0,3.7,1.85,0.93,0.93,0,0,1.85,12.04,1.85,18.52,7.41,3.7,7.41,2.78,1.85,0,1.85,0,0,0,0,0,0,0,0,6.48,2.78,1.85,0,1.85,0,0,0,0,0,0,6.48
"41","R_1plICSBssHpZONI",41,14.125,113,13.27,265.49,43.36,12.39,6.19,2.65,0,0,1.77,1.77,6.19,6.19,7.96,9.73,7.96,3.54,2.65,18.58,2.65,1.77,0.88,0,1.77,2.65,1.77,0.88,0,0.88,0,5.31,0,0.88,0,1.77,13.27,0.88,0.88,0,3.54,3.54,5.31,3.54,2.65,0.88,0,0.88,0,0.88,0,0,5.31,0.88,0,3.54,0.88,0,3.54,12.39,2.65,22.12,5.31,7.08,11.5,0,0,0,0,0,1.77,0,0,0,0,0,0,21.24,4.42,7.96,0,0,1.77,0,0,7.08,5.31,0,21.24
"42","R_2XmrFkUbSxzjy1T",42,26,104,19.23,305.77,54.81,18.27,11.54,11.54,0,0,0,0,6.73,3.85,15.38,7.69,5.77,5.77,0.96,15.38,4.81,2.88,0.96,0,3.85,7.69,6.73,0.96,0.96,0,0,7.69,0.96,0.96,0,0,13.46,0.96,0.96,0,3.85,2.88,4.81,0,0,0,0,5.77,0,4.81,0,0,9.62,3.85,4.81,0.96,1.92,0,2.88,12.5,0,13.46,0.96,5.77,6.73,0.96,1.92,0.96,0.96,0,0,1.92,0,0,0,1.92,0,6.73,3.85,2.88,0,0,0,0,0,0,0,0,6.73
"43","R_3PBJFAm0aFWuKFX",43,28.5,114,7.02,301.75,56.14,17.54,14.04,7.89,0,0,0,6.14,3.51,3.51,15.79,10.53,3.51,9.65,1.75,21.93,5.26,4.39,0.88,0,3.51,4.39,4.39,0,0,0,0,9.65,0,1.75,0,0,14.91,4.39,0.88,2.63,4.39,0.88,1.75,0.88,0.88,0,0,0.88,0,0,0.88,0,2.63,1.75,0.88,0,0.88,0,0.88,14.91,5.26,14.91,4.39,6.14,4.39,1.75,2.63,0,0.88,0,0,0,0,0,0,0,0,10.53,2.63,5.26,0,0,0.88,0,0,1.75,1.75,0,10.53
