"","docname","Segment","WPS","WC","Sixltr","Dic","x1_function","x2_pronoun","x3_ppron","x4_i","x5_we","x6_you","x7_shehe","x8_they","x9_ipron","x10_article","x11_prep","x12_auxverb","x13_adverb","x14_conj","x15_negate","x20_verb","x21_adj","x22_compare","x23_interrog","x24_number","x25_quant","x30_affect","x31_posemo","x32_negemo","x33_anx","x34_anger","x35_sad","x40_social","x41_family","x42_friend","x43_female","x44_male","x50_cogproc","x51_insight","x52_cause","x53_discrep","x54_tentat","x55_certain","x56_differ","x60_percept","x61_see","x62_hear","x63_feel","x70_bio","x71_body","x72_health","x73_sexual","x74_ingest","x80_drives","x81_affiliation","x82_achieve","x83_power","x84_reward","x85_risk","x90_focuspast","x91_focuspresent","x92_focusfuture","x100_relativ","x101_motion","x102_space","x103_time","x110_work","x111_leisure","x112_home","x113_money","x114_relig","x115_death","x120_informal","x121_swear","x122_netspeak","x123_assent","x124_nonflu","x125_filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"98","98",98,4,4,0,225,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,25
"99","99",99,22.75,91,13.19,280.22,50.55,18.68,8.79,1.1,1.1,2.2,1.1,3.3,9.89,4.4,16.48,6.59,4.4,4.4,0,19.78,2.2,1.1,1.1,1.1,2.2,2.2,1.1,1.1,0,0,0,19.78,3.3,1.1,1.1,4.4,9.89,1.1,0,2.2,4.4,1.1,5.49,3.3,0,3.3,0,3.3,3.3,0,0,0,5.49,1.1,0,1.1,2.2,1.1,5.49,10.99,0,7.69,2.2,4.4,1.1,1.1,1.1,0,3.3,0,0,0,0,0,0,0,0,15.38,4.4,6.59,0,0,0,0,0,4.4,4.4,0,15.38
"100","100",100,4,4,0,300,50,25,25,0,0,25,0,0,0,0,0,0,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,25
"101","101",101,11.6666666666667,35,22.86,328.57,65.71,17.14,8.57,0,0,0,0,8.57,8.57,5.71,8.57,11.43,14.29,2.86,14.29,14.29,0,5.71,2.86,0,0,8.57,8.57,0,0,0,0,17.14,0,0,0,0,28.57,2.86,2.86,2.86,0,14.29,5.71,2.86,0,0,0,0,0,0,0,0,5.71,0,0,2.86,2.86,0,0,17.14,0,8.57,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,22.86,8.57,5.71,0,0,0,0,0,8.57,8.57,0,22.86
"102","102",102,9,9,22.22,211.11,55.56,22.22,0,0,0,0,0,0,22.22,0,11.11,11.11,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,11.11,0,0,0,0,0,11.11,11.11,0,33.33
"103","103",103,19.6,98,3.06,239.8,45.92,12.24,10.2,5.1,0,3.06,1.02,1.02,2.04,9.18,14.29,4.08,4.08,4.08,1.02,15.31,5.1,4.08,2.04,3.06,2.04,0,0,0,0,0,0,12.24,2.04,0,2.04,2.04,8.16,3.06,3.06,2.04,0,0,0,4.08,0,3.06,1.02,2.04,2.04,0,0,0,3.06,0,0,3.06,0,0,5.1,6.12,1.02,11.22,1.02,7.14,3.06,2.04,0,0,1.02,0,0,0,0,0,0,0,0,15.31,4.08,9.18,0,0,1.02,0,0,1.02,1.02,0,15.31
"104","104",104,15.5,31,6.45,296.77,61.29,29.03,16.13,0,0,16.13,0,0,12.9,3.23,22.58,9.68,0,0,0,19.35,0,0,0,3.23,0,3.23,3.23,0,0,0,0,16.13,0,0,0,0,19.35,12.9,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,3.23,0,0,3.23,0,0,0,16.13,3.23,6.45,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,12.9,6.45,3.23,0,0,0,0,0,3.23,3.23,0,12.9
"105","105",105,11,11,9.09,372.73,72.73,27.27,9.09,0,0,9.09,0,0,18.18,0,18.18,27.27,0,0,9.09,27.27,0,0,0,0,0,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,36.36,9.09,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,9.09,9.09,0,18.18
"106","106",106,6.25,25,8,228,44,12,8,8,0,0,0,0,4,0,4,8,8,8,8,12,4,0,0,0,0,16,8,8,0,8,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,8,4,0,4,4,0,0,0,0,8,0,0,0,0,0,0,24,12,8,0,0,4,0,0,0,0,0,24
"107","107",107,8,16,25,200,50,6.25,0,0,0,0,0,0,6.25,12.5,6.25,18.75,12.5,0,6.25,18.75,6.25,6.25,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,12.5,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,12.5,12.5,0,25
"108","108",108,17.75,71,14.08,228.17,38.03,12.68,11.27,5.63,0,0,0,5.63,1.41,0,7.04,8.45,2.82,9.86,1.41,15.49,0,0,1.41,2.82,0,1.41,1.41,0,0,0,0,12.68,2.82,0,1.41,1.41,9.86,1.41,1.41,4.23,1.41,1.41,1.41,1.41,0,1.41,0,0,0,0,0,0,7.04,1.41,1.41,2.82,1.41,0,8.45,4.23,0,11.27,2.82,2.82,5.63,4.23,1.41,1.41,1.41,0,0,1.41,0,0,0,0,0,16.9,5.63,9.86,0,0,0,0,0,1.41,1.41,0,16.9
"109","109",109,19,57,17.54,275.44,50.88,12.28,5.26,0,0,0,1.75,3.51,7.02,3.51,15.79,8.77,8.77,5.26,5.26,8.77,5.26,1.75,1.75,0,7.02,5.26,3.51,1.75,0,0,0,8.77,1.75,0,0,3.51,15.79,0,0,3.51,5.26,5.26,7.02,0,0,0,0,0,0,0,0,0,3.51,0,0,1.75,0,1.75,0,7.02,0,19.3,3.51,10.53,5.26,1.75,1.75,0,5.26,0,0,0,0,0,0,0,0,19.3,3.51,8.77,0,0,1.75,0,0,5.26,5.26,0,19.3
"110","110",110,6,6,16.67,316.67,50,16.67,16.67,0,0,16.67,0,0,0,0,16.67,16.67,0,0,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,16.67,16.67,0,33.33
"111","111",111,13,52,19.23,278.85,48.08,15.38,7.69,3.85,0,1.92,0,1.92,7.69,9.62,9.62,15.38,1.92,0,1.92,25,5.77,1.92,0,3.85,3.85,0,0,0,0,0,0,11.54,1.92,0,0,1.92,11.54,3.85,0,1.92,5.77,0,1.92,3.85,1.92,1.92,0,0,0,0,0,0,3.85,0,0,1.92,1.92,0,13.46,9.62,0,17.31,1.92,11.54,3.85,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,1.92,0,0,0,0,0,5.77,5.77,0,15.38
"112","112",112,20.6666666666667,62,8.06,241.94,51.61,8.06,4.84,1.61,0,0,0,3.23,3.23,9.68,16.13,8.06,6.45,6.45,0,11.29,1.61,8.06,1.61,3.23,1.61,3.23,1.61,1.61,0,0,0,8.06,1.61,0,0,1.61,9.68,1.61,3.23,0,1.61,0,3.23,0,0,0,0,0,0,0,0,0,4.84,0,3.23,3.23,0,0,3.23,8.06,1.61,14.52,3.23,9.68,4.84,0,1.61,0,0,0,0,0,0,0,0,0,0,19.35,4.84,11.29,0,0,0,0,0,3.23,3.23,0,19.35
"113","113",113,11,33,12.12,212.12,42.42,12.12,6.06,3.03,3.03,0,0,0,6.06,6.06,15.15,0,6.06,6.06,0,15.15,3.03,9.09,0,3.03,0,0,0,0,0,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,12.12,3.03,6.06,3.03,0,0,0,0,0,3.03,3.03,0,0,0,0,6.06,6.06,0,9.09,3.03,6.06,3.03,0,0,0,0,0,0,0,0,0,0,0,0,24.24,9.09,12.12,0,0,0,0,0,3.03,3.03,0,24.24
"114","114",114,4.66666666666667,14,7.14,121.43,28.57,7.14,0,0,0,0,0,0,7.14,7.14,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,7.14,0,0,28.57,21.43,7.14,0,0,0,0,0,0,0,0,28.57
"115","115",115,17.6666666666667,53,3.77,296.23,62.26,22.64,13.21,1.89,0,0,9.43,1.89,9.43,9.43,11.32,9.43,0,11.32,3.77,11.32,3.77,0,1.89,0,1.89,0,0,0,0,0,0,16.98,3.77,0,0,13.21,11.32,1.89,0,1.89,5.66,0,7.55,7.55,7.55,0,0,1.89,1.89,0,0,0,1.89,0,0,1.89,0,0,5.66,5.66,0,7.55,1.89,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,5.66,1.89,0,0,0,0,0,5.66,5.66,0,13.21
"116","116",116,4.5,18,0,266.67,50,22.22,5.56,0,0,0,0,5.56,16.67,0,5.56,11.11,11.11,5.56,0,11.11,5.56,0,5.56,0,5.56,5.56,5.56,0,0,0,0,5.56,0,0,0,0,16.67,0,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,5.56,0,0,11.11,0,11.11,0,0,0,0,5.56,0,0,5.56,0,0,5.56,0,0,22.22,11.11,0,0,0,11.11,0,0,0,0,0,22.22
"117","117",117,8,8,25,312.5,50,37.5,25,12.5,0,0,0,12.5,12.5,0,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,25,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5
"118","118",118,9,9,11.11,177.78,33.33,11.11,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,11.11,11.11,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,22.22
"119","119",119,3.66666666666667,11,18.18,136.36,27.27,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,27.27,27.27,0,0,0,0,0,0,0,0,0,27.27
"120","120",120,7,7,28.57,285.71,57.14,0,0,0,0,0,0,0,0,0,14.29,28.57,14.29,0,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,14.29,0,0,0,0,0,14.29,14.29,0,42.86
"121","121",121,5,5,0,340,60,20,20,20,0,0,0,0,0,0,0,20,20,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,20,20,0,40
"122","122",122,4.25,17,5.88,305.88,35.29,23.53,23.53,5.88,0,11.76,5.88,0,0,0,0,11.76,0,0,11.76,29.41,5.88,0,0,0,0,11.76,11.76,0,0,0,0,23.53,5.88,0,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,29.41,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,35.29,17.65,0,0,0,5.88,0,0,11.76,11.76,0,35.29
"123","123",123,7,14,14.29,300,50,28.57,21.43,7.14,0,7.14,7.14,0,7.14,14.29,0,7.14,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,21.43,0,21.43,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29
"124","124",124,9,9,11.11,355.56,44.44,44.44,22.22,11.11,0,11.11,0,0,22.22,0,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,44.44,11.11,0,0,11.11,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,11.11,0,0,11.11,11.11,0,22.22
"125","125",125,5,15,0,326.67,60,26.67,20,13.33,0,0,6.67,0,6.67,6.67,6.67,20,0,0,13.33,33.33,6.67,6.67,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,6.67,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,33.33,20,0,0,0,0,0,0,13.33,13.33,0,33.33
"126","126",126,4,4,0,150,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,25
"127","127",127,5,5,0,220,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20
"128","128",128,6.5,13,7.69,261.54,46.15,15.38,15.38,7.69,0,0,7.69,0,0,7.69,7.69,15.38,7.69,0,7.69,15.38,15.38,7.69,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,38.46,15.38,7.69,0,0,0,0,0,15.38,15.38,0,38.46
"129","129",129,5,5,0,320,20,20,20,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,40,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20
"130","130",130,8.25,33,15.15,212.12,45.45,9.09,3.03,0,3.03,0,0,0,6.06,9.09,12.12,12.12,6.06,3.03,0,12.12,3.03,3.03,0,3.03,0,3.03,3.03,0,0,0,0,3.03,0,0,0,0,3.03,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,9.09,3.03,0,6.06,0,0,0,12.12,0,9.09,0,6.06,3.03,3.03,0,3.03,0,0,0,6.06,0,0,3.03,3.03,0,24.24,12.12,6.06,0,0,0,0,0,6.06,6.06,0,24.24
"131","131",131,12,36,0,225,44.44,5.56,0,0,0,0,0,0,5.56,13.89,5.56,5.56,2.78,11.11,2.78,11.11,8.33,5.56,2.78,0,2.78,0,0,0,0,0,0,2.78,0,0,0,0,8.33,0,0,2.78,0,2.78,2.78,2.78,0,2.78,0,0,0,0,0,0,2.78,0,0,2.78,0,0,2.78,5.56,5.56,25,0,5.56,19.44,2.78,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,5.56,0,0,0,0,0,2.78,2.78,0,16.67
"132","132",132,12.3333333333333,37,24.32,259.46,48.65,13.51,13.51,13.51,0,0,0,0,0,10.81,5.41,5.41,8.11,10.81,0,13.51,5.41,2.7,5.41,0,2.7,0,0,0,0,0,0,0,0,0,0,0,10.81,5.41,0,0,0,0,5.41,5.41,2.7,0,0,2.7,0,2.7,0,0,2.7,0,2.7,0,0,0,13.51,2.7,0,13.51,0,8.11,8.11,8.11,0,0,5.41,0,0,0,0,0,0,0,0,13.51,8.11,5.41,0,0,0,0,0,0,0,0,13.51
"133","133",133,7.5,15,6.67,306.67,60,6.67,0,0,0,0,0,0,6.67,6.67,13.33,13.33,26.67,6.67,0,20,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,20,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,20,0,26.67,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,0,0,0,0,0,6.67,6.67,0,20
"134","134",134,7,7,0,385.71,71.43,42.86,42.86,14.29,0,14.29,14.29,0,0,0,28.57,0,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,42.86,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29
"135","135",135,16.25,65,10.77,269.23,53.85,13.85,7.69,1.54,0,0,6.15,0,6.15,7.69,16.92,9.23,3.08,7.69,0,10.77,1.54,4.62,0,3.08,1.54,6.15,6.15,0,0,0,0,10.77,3.08,0,7.69,0,12.31,1.54,0,0,3.08,3.08,7.69,0,0,0,0,3.08,0,3.08,0,0,6.15,3.08,0,1.54,1.54,0,1.54,6.15,1.54,9.23,1.54,4.62,3.08,0,3.08,3.08,0,0,0,0,0,0,0,0,0,15.38,6.15,3.08,0,0,0,0,0,6.15,6.15,0,15.38
"136","136",136,12.3333333333333,37,13.51,243.24,45.95,16.22,0,0,0,0,0,0,16.22,5.41,13.51,5.41,2.7,5.41,0,18.92,0,2.7,5.41,2.7,2.7,0,0,0,0,0,0,10.81,0,0,0,2.7,8.11,2.7,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,0,5.41,0,2.7,2.7,2.7,0,8.11,8.11,2.7,10.81,8.11,2.7,0,10.81,0,0,2.7,2.7,0,0,0,0,0,0,0,16.22,8.11,2.7,0,0,0,0,0,5.41,5.41,0,16.22
"137","137",137,18.25,73,13.7,284.93,47.95,13.7,10.96,1.37,0,0,9.59,0,2.74,5.48,8.22,6.85,4.11,9.59,2.74,12.33,1.37,4.11,0,6.85,2.74,6.85,2.74,4.11,1.37,1.37,1.37,16.44,4.11,1.37,0,16.44,10.96,1.37,0,1.37,2.74,2.74,5.48,1.37,0,0,0,1.37,0,0,0,1.37,6.85,0,2.74,2.74,0,1.37,8.22,5.48,0,9.59,0,8.22,1.37,1.37,0,0,1.37,0,0,0,0,0,0,0,0,12.33,4.11,4.11,0,0,1.37,0,0,2.74,2.74,0,12.33
"138","138",138,8.66666666666667,26,11.54,273.08,57.69,26.92,7.69,7.69,0,0,0,0,19.23,3.85,3.85,15.38,3.85,7.69,0,15.38,3.85,0,11.54,3.85,0,7.69,3.85,3.85,0,0,0,7.69,0,0,0,0,11.54,0,0,0,11.54,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,19.23,3.85,3.85,0,0,7.69,0,0,3.85,3.85,0,19.23
"139","139",139,5,10,0,160,40,10,0,0,0,0,0,0,10,10,0,10,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,0,0,0,0,30
"140","140",140,8.5,34,14.71,261.76,47.06,11.76,8.82,0,0,0,8.82,0,2.94,8.82,17.65,11.76,0,0,2.94,11.76,8.82,5.88,0,2.94,5.88,0,0,0,0,0,0,8.82,0,0,8.82,0,8.82,0,0,0,0,2.94,5.88,5.88,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,2.94,8.82,0,20.59,0,20.59,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,20.59,11.76,2.94,0,0,0,0,0,5.88,5.88,0,20.59
"141","141",141,4,4,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,50,25,25,0,0,0,0,0,0,0,0,50
"142","142",142,10,10,20,260,50,10,10,10,0,0,0,0,0,20,10,10,10,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,10,0,0,0,0,0,10,10,0,30
"143","143",143,9.75,39,5.13,292.31,56.41,28.21,17.95,17.95,0,0,0,0,10.26,7.69,10.26,12.82,2.56,0,2.56,23.08,2.56,2.56,0,5.13,0,2.56,2.56,0,0,0,0,10.26,5.13,0,0,5.13,5.13,5.13,0,0,0,0,0,2.56,0,2.56,0,0,0,0,0,0,2.56,2.56,0,0,0,0,7.69,12.82,0,10.26,2.56,5.13,5.13,0,2.56,0,0,0,0,0,0,0,0,0,0,17.95,10.26,0,0,0,0,0,0,7.69,7.69,0,17.95
"144","144",144,11.6666666666667,35,8.57,288.57,57.14,11.43,11.43,2.86,2.86,0,2.86,2.86,0,8.57,22.86,5.71,5.71,8.57,0,14.29,5.71,14.29,2.86,0,0,2.86,2.86,0,0,0,0,11.43,0,0,2.86,0,2.86,0,0,0,2.86,0,2.86,2.86,0,2.86,0,0,0,0,0,0,2.86,2.86,0,0,0,0,2.86,5.71,2.86,22.86,11.43,2.86,5.71,0,8.57,0,0,0,0,2.86,0,0,0,2.86,0,11.43,8.57,2.86,0,0,0,0,0,0,0,0,11.43
"145","145",145,9.66666666666667,29,24.14,331.03,44.83,17.24,17.24,6.9,0,0,10.34,0,0,0,10.34,13.79,3.45,0,6.9,20.69,3.45,3.45,0,10.34,0,6.9,6.9,0,0,0,0,24.14,6.9,6.9,0,17.24,13.79,0,0,10.34,6.9,0,0,0,0,0,0,3.45,0,3.45,0,0,10.34,6.9,0,3.45,0,0,0,13.79,3.45,6.9,0,6.9,0,0,0,0,3.45,0,0,0,0,0,0,0,0,31.03,10.34,6.9,0,0,0,0,0,13.79,13.79,0,31.03
"146","146",146,31.5,63,14.29,295.24,47.62,14.29,12.7,0,0,1.59,9.52,1.59,1.59,4.76,11.11,11.11,1.59,9.52,1.59,15.87,6.35,6.35,0,7.94,7.94,1.59,1.59,0,0,0,0,15.87,0,0,0,9.52,15.87,0,0,4.76,7.94,1.59,9.52,3.17,0,1.59,0,0,0,0,0,0,3.17,0,1.59,0,1.59,0,6.35,11.11,0,9.52,0,4.76,4.76,4.76,0,0,1.59,0,0,0,0,0,0,0,0,12.7,4.76,1.59,0,0,0,0,0,6.35,6.35,0,12.7
"147","147",147,11.5,46,19.57,297.83,47.83,19.57,13.04,0,2.17,8.7,0,2.17,6.52,0,8.7,13.04,0,6.52,4.35,26.09,0,0,0,8.7,8.7,4.35,4.35,0,0,0,0,15.22,0,0,0,0,26.09,0,6.52,8.7,4.35,8.7,4.35,2.17,0,2.17,0,0,0,0,0,0,4.35,2.17,0,0,2.17,0,2.17,13.04,0,4.35,0,4.35,0,0,0,0,2.17,0,0,0,0,0,0,0,0,15.22,6.52,2.17,0,0,2.17,0,0,4.35,4.35,0,15.22
"148","148",148,14.3333333333333,43,6.98,288.37,58.14,11.63,4.65,4.65,0,0,0,0,6.98,6.98,18.6,9.3,9.3,6.98,0,16.28,2.33,2.33,2.33,0,2.33,4.65,4.65,0,0,0,0,0,0,0,0,0,9.3,0,2.33,2.33,2.33,2.33,0,2.33,2.33,0,0,0,0,0,0,0,11.63,0,0,9.3,2.33,0,4.65,9.3,2.33,20.93,2.33,13.95,4.65,4.65,0,2.33,2.33,2.33,0,0,0,0,0,0,0,9.3,6.98,0,0,0,0,0,0,2.33,2.33,0,9.3
"149","149",149,37,37,13.51,254.05,48.65,13.51,8.11,5.41,0,2.7,0,0,5.41,8.11,5.41,8.11,2.7,16.22,0,16.22,5.41,2.7,2.7,0,2.7,2.7,2.7,0,0,0,0,10.81,2.7,0,0,2.7,13.51,2.7,2.7,2.7,5.41,0,5.41,8.11,0,5.41,0,0,0,0,0,0,2.7,0,2.7,0,0,0,0,18.92,0,2.7,0,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,2.7,0,0,2.7,2.7,0,5.41
"150","150",150,7,7,14.29,171.43,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29
"151","151",151,24.3333333333333,73,17.81,320.55,58.9,16.44,12.33,1.37,2.74,8.22,0,0,4.11,6.85,12.33,17.81,4.11,6.85,5.48,27.4,1.37,2.74,1.37,5.48,1.37,1.37,0,1.37,0,0,1.37,13.7,0,0,0,0,13.7,1.37,1.37,5.48,4.11,1.37,5.48,1.37,0,1.37,0,0,0,0,0,0,9.59,2.74,0,1.37,5.48,0,1.37,15.07,1.37,15.07,1.37,10.96,2.74,1.37,0,0,1.37,0,0,0,0,0,0,0,0,21.92,0,8.22,0,0,4.11,0,0,9.59,9.59,0,21.92
"152","152",152,4.5,9,0,200,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,33.33,0,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,11.11,0,0,0,0,0,22.22
