"","docname","Segment","WPS","WC","Sixltr","Dic","x1_function","x2_pronoun","x3_ppron","x4_i","x5_we","x6_you","x7_shehe","x8_they","x9_ipron","x10_article","x11_prep","x12_auxverb","x13_adverb","x14_conj","x15_negate","x20_verb","x21_adj","x22_compare","x23_interrog","x24_number","x25_quant","x30_affect","x31_posemo","x32_negemo","x33_anx","x34_anger","x35_sad","x40_social","x41_family","x42_friend","x43_female","x44_male","x50_cogproc","x51_insight","x52_cause","x53_discrep","x54_tentat","x55_certain","x56_differ","x60_percept","x61_see","x62_hear","x63_feel","x70_bio","x71_body","x72_health","x73_sexual","x74_ingest","x80_drives","x81_affiliation","x82_achieve","x83_power","x84_reward","x85_risk","x90_focuspast","x91_focuspresent","x92_focusfuture","x100_relativ","x101_motion","x102_space","x103_time","x110_work","x111_leisure","x112_home","x113_money","x114_relig","x115_death","x120_informal","x121_swear","x122_netspeak","x123_assent","x124_nonflu","x125_filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"1","1",1,4,4,0,225,50,25,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,25,0,0,25,0,0,25,25,0,0,0,0,0,0,0,0,0,25
"2","2",2,4.5,18,0,233.33,50,16.67,16.67,0,0,11.11,5.56,0,0,0,0,11.11,5.56,5.56,16.67,16.67,0,0,0,5.56,0,0,0,0,0,0,0,22.22,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,5.56,5.56,5.56,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,27.78,16.67,0,0,0,5.56,0,0,5.56,5.56,0,27.78
"3","3",3,4,4,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,50,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,50,25,25,0,0,0,0,0,0,0,0,50
"4","4",4,5.33333333333333,16,12.5,231.25,43.75,25,25,0,0,6.25,18.75,0,0,0,0,6.25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,18.75,12.5,0,0,0,6.25,0,0,0,0,0,18.75
"5","5",5,4,4,0,50,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,25
"6","6",6,5,5,0,380,60,40,40,20,0,0,20,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,20,20,0,40
"7","7",7,5,5,20,260,60,20,20,0,0,0,20,0,0,0,0,20,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,0,20,20,0,60
"8","8",8,6,18,5.56,222.22,61.11,22.22,5.56,0,0,5.56,0,0,16.67,11.11,16.67,5.56,5.56,5.56,0,16.67,0,0,0,5.56,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,16.67,0,0,0,0,0,0,5.56,5.56,0,22.22
"9","9",9,16.75,67,5.97,292.54,62.69,29.85,16.42,7.46,0,5.97,0,2.99,13.43,2.99,11.94,10.45,4.48,5.97,0,17.91,2.99,0,0,1.49,5.97,2.99,2.99,0,0,0,0,11.94,0,0,0,0,10.45,1.49,0,1.49,5.97,1.49,2.99,0,0,0,0,0,0,0,0,0,7.46,4.48,0,4.48,1.49,0,0,11.94,2.99,5.97,1.49,2.99,1.49,2.99,0,0,0,0,0,0,0,0,0,0,0,10.45,5.97,2.99,0,0,0,0,0,1.49,1.49,0,10.45
"10","10",10,6,6,0,250,50,33.33,33.33,16.67,0,0,16.67,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67
"11","11",11,7,7,0,228.57,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,0,28.57,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,28.57,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29
"12","12",12,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"13","13",13,8,8,0,262.5,75,25,12.5,0,0,12.5,0,0,12.5,0,25,12.5,12.5,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5
"14","14",14,18.5,74,9.46,237.84,54.05,20.27,14.86,10.81,0,4.05,0,0,5.41,9.46,12.16,5.41,0,8.11,0,14.86,1.35,1.35,1.35,5.41,0,1.35,1.35,0,0,0,0,13.51,0,0,0,0,8.11,1.35,0,0,2.7,0,4.05,1.35,0,1.35,0,1.35,1.35,0,0,0,2.7,0,1.35,1.35,0,0,8.11,5.41,0,5.41,2.7,1.35,1.35,1.35,0,0,0,0,0,0,0,0,0,0,0,13.51,5.41,6.76,0,0,0,0,0,1.35,1.35,0,13.51
"15","15",15,4,4,0,450,50,50,25,0,0,0,25,0,25,0,0,25,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,0,25,25,0,50
"16","16",16,3,3,33.33,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
"17","17",17,12.8,64,12.5,304.69,59.38,18.75,10.94,7.81,0,1.56,1.56,0,7.81,9.38,9.38,6.25,7.81,14.06,0,17.19,1.56,3.12,0,1.56,0,3.12,1.56,1.56,1.56,0,0,10.94,0,0,0,1.56,14.06,4.69,0,0,7.81,0,4.69,3.12,0,3.12,0,0,0,0,0,0,6.25,1.56,3.12,3.12,1.56,0,3.12,12.5,3.12,14.06,3.12,7.81,4.69,1.56,3.12,0,0,0,0,0,0,0,0,0,0,14.06,6.25,3.12,0,0,1.56,0,0,3.12,3.12,0,14.06
"18","18",18,18.75,75,9.33,264,56,18.67,16,9.33,0,4,2.67,0,2.67,2.67,16,5.33,5.33,10.67,0,14.67,0,1.33,0,2.67,2.67,1.33,1.33,0,0,0,0,16,2.67,0,0,5.33,10.67,1.33,2.67,1.33,0,2.67,2.67,6.67,1.33,4,1.33,0,0,0,0,0,2.67,0,1.33,1.33,0,0,4,9.33,0,6.67,0,4,2.67,0,0,0,0,0,0,0,0,0,0,0,0,13.33,4,6.67,0,0,1.33,0,0,1.33,1.33,0,13.33
"19","19",19,18.75,75,5.33,320,57.33,25.33,16,10.67,0,4,1.33,0,9.33,1.33,8,13.33,6.67,13.33,1.33,24,0,1.33,2.67,2.67,2.67,0,0,0,0,0,0,14.67,1.33,0,0,2.67,18.67,1.33,2.67,5.33,5.33,5.33,4,4,0,4,0,1.33,0,1.33,0,0,1.33,0,1.33,0,0,0,4,20,2.67,6.67,0,1.33,5.33,0,0,1.33,0,0,0,1.33,0,0,1.33,0,0,21.33,4,9.33,0,0,1.33,0,0,6.67,6.67,0,21.33
"20","20",20,9.33333333333333,28,3.57,317.86,64.29,32.14,17.86,7.14,0,3.57,7.14,0,14.29,7.14,3.57,17.86,7.14,3.57,0,25,0,0,7.14,0,0,3.57,3.57,0,0,0,0,14.29,0,0,0,7.14,7.14,3.57,3.57,3.57,0,0,0,3.57,0,3.57,0,0,0,0,0,0,7.14,0,3.57,0,3.57,0,3.57,14.29,3.57,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,25,10.71,7.14,0,0,0,0,0,7.14,7.14,0,25
"21","21",21,11.2,56,5.36,287.5,62.5,17.86,8.93,3.57,0,1.79,3.57,0,8.93,7.14,7.14,16.07,10.71,8.93,3.57,23.21,0,0,3.57,1.79,0,0,0,0,0,0,0,5.36,0,0,0,3.57,17.86,5.36,1.79,1.79,5.36,0,5.36,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,1.79,0,0,19.64,3.57,5.36,0,1.79,3.57,1.79,0,0,0,0,0,0,0,0,0,0,0,21.43,5.36,1.79,0,0,3.57,0,0,10.71,10.71,0,21.43
"22","22",22,15.3333333333333,46,2.17,267.39,54.35,17.39,15.22,8.7,2.17,0,2.17,2.17,2.17,4.35,8.7,13.04,2.17,4.35,4.35,28.26,2.17,2.17,0,4.35,2.17,0,0,0,0,0,0,15.22,2.17,0,0,4.35,8.7,0,0,4.35,0,0,4.35,2.17,0,2.17,0,2.17,0,2.17,0,0,2.17,2.17,0,0,0,0,6.52,17.39,0,4.35,0,4.35,0,0,0,2.17,0,0,0,0,0,0,0,0,0,15.22,6.52,6.52,0,0,0,0,0,2.17,2.17,0,15.22
"23","23",23,11.6666666666667,35,8.57,328.57,51.43,20,17.14,8.57,0,0,8.57,0,2.86,5.71,8.57,14.29,5.71,11.43,2.86,22.86,8.57,2.86,0,2.86,2.86,5.71,5.71,0,0,0,0,8.57,0,0,0,8.57,8.57,0,2.86,2.86,2.86,2.86,2.86,0,0,0,0,0,0,0,0,0,5.71,0,2.86,0,2.86,0,2.86,20,0,20,5.71,5.71,8.57,0,2.86,2.86,0,0,0,0,0,0,0,0,0,22.86,8.57,0,0,0,0,0,0,14.29,14.29,0,22.86
"24","24",24,15,45,17.78,331.11,57.78,26.67,22.22,13.33,0,2.22,6.67,0,4.44,2.22,8.89,15.56,8.89,11.11,2.22,24.44,2.22,2.22,0,0,2.22,4.44,0,2.22,0,0,2.22,17.78,2.22,0,0,8.89,13.33,4.44,2.22,0,2.22,2.22,2.22,2.22,0,2.22,0,2.22,2.22,0,0,0,4.44,0,0,2.22,2.22,0,0,17.78,2.22,6.67,0,4.44,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,20,6.67,4.44,0,0,0,0,0,8.89,8.89,0,20
"25","25",25,6,6,0,266.67,50,16.67,16.67,0,0,16.67,0,0,0,0,0,16.67,33.33,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16.67,16.67,0,0,0,0,0,16.67,16.67,0,50
"26","26",26,14.5,29,6.9,272.41,55.17,17.24,13.79,6.9,0,6.9,0,0,3.45,6.9,13.79,10.34,6.9,6.9,0,17.24,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,6.9,3.45,3.45,3.45,3.45,0,3.45,3.45,0,3.45,0,0,0,0,0,0,3.45,0,0,3.45,0,0,3.45,13.79,3.45,20.69,3.45,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,20.69,6.9,10.34,0,0,0,0,0,3.45,3.45,0,20.69
"27","27",27,4,4,0,225,50,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,25
"28","28",28,5,5,0,100,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,20,0,0,40,20,20,0,0,0,0,0,0,0,0,40
"29","29",29,7,7,14.29,285.71,28.57,14.29,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,14.29,14.29,0,0,14.29,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,28.57,14.29,0,0,0,0,0,0,14.29,14.29,0,28.57
"30","30",30,7,7,0,314.29,57.14,28.57,14.29,14.29,0,0,0,0,14.29,0,0,28.57,0,0,0,42.86,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29
"31","31",31,8,24,4.17,220.83,41.67,16.67,8.33,8.33,0,0,0,0,8.33,4.17,8.33,4.17,4.17,8.33,0,8.33,12.5,12.5,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,4.17,4.17,20.83,4.17,0,16.67,0,0,0,0,0,0,4.17,0,0,4.17,0,0,20.83,12.5,4.17,4.17,0,0,0,0,0,0,0,20.83
"32","32",32,5,10,30,230,30,10,10,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,10,20,10,10,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20
"33","33",33,6.33333333333333,19,10.53,226.32,36.84,10.53,10.53,5.26,0,0,0,5.26,0,5.26,10.53,0,15.79,0,0,10.53,0,0,0,0,0,10.53,10.53,0,0,0,0,10.53,0,0,0,0,5.26,0,0,5.26,0,0,0,5.26,0,5.26,0,0,0,0,0,0,15.79,0,0,0,10.53,5.26,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,21.05,15.79,5.26,0,0,0,0,0,0,0,0,21.05
"34","34",34,7,7,0,242.86,42.86,14.29,14.29,0,0,14.29,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29
"35","35",35,10,40,20,260,47.5,10,5,5,0,0,0,0,5,2.5,15,17.5,7.5,0,5,20,5,0,2.5,0,2.5,10,7.5,2.5,0,0,0,0,0,0,0,0,20,5,0,2.5,10,0,2.5,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,20,2.5,2.5,0,2.5,0,2.5,0,0,0,0,0,7.5,0,0,7.5,0,0,20,10,2.5,0,0,0,0,0,7.5,7.5,0,20
"36","36",36,2.5,5,20,140,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,40
"37","37",37,10.3333333333333,31,9.68,277.42,61.29,12.9,6.45,6.45,0,0,0,0,6.45,3.23,9.68,25.81,3.23,0,9.68,25.81,3.23,3.23,0,0,3.23,3.23,3.23,0,0,0,0,3.23,0,0,0,0,25.81,3.23,0,9.68,3.23,3.23,6.45,0,0,0,0,0,0,0,0,0,9.68,0,9.68,0,0,0,0,12.9,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,9.68,0,0,0,0,0,0,3.23,3.23,0,12.9
"38","38",38,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"39","39",39,11.5,46,4.35,321.74,56.52,28.26,26.09,19.57,0,4.35,2.17,0,2.17,0,8.7,15.22,4.35,6.52,0,26.09,0,0,0,0,2.17,2.17,2.17,0,0,0,0,10.87,4.35,0,0,6.52,17.39,6.52,0,6.52,2.17,2.17,4.35,0,0,0,0,2.17,0,2.17,0,0,2.17,0,0,0,2.17,0,0,19.57,4.35,10.87,0,4.35,6.52,0,0,0,0,0,0,0,0,0,0,0,0,19.57,8.7,4.35,0,0,0,0,0,6.52,6.52,0,19.57
"40","40",40,11,22,9.09,286.36,54.55,31.82,18.18,13.64,0,0,4.55,0,13.64,0,9.09,9.09,0,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,13.64,0,4.55,0,9.09,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,4.55,4.55,0,0,9.09,4.55,13.64,0,4.55,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,13.64,4.55,0,0,0,4.55,0,0,4.55,4.55,0,13.64
"41","41",41,9.33333333333333,28,17.86,310.71,53.57,21.43,17.86,14.29,0,3.57,0,0,3.57,3.57,14.29,10.71,0,3.57,3.57,17.86,3.57,0,3.57,0,0,7.14,7.14,0,0,0,0,3.57,0,0,0,0,25,10.71,0,0,3.57,3.57,7.14,0,0,0,0,3.57,0,3.57,0,0,3.57,0,0,0,3.57,0,7.14,14.29,3.57,10.71,7.14,3.57,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,14.29,10.71,0,0,0,0,0,0,3.57,3.57,0,14.29
"42","42",42,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"43","43",43,6.5,26,11.54,234.62,42.31,15.38,15.38,0,0,7.69,7.69,0,0,7.69,11.54,7.69,0,0,0,11.54,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,7.69,7.69,7.69,0,0,0,0,0,3.85,0,0,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,11.54,0,11.54,3.85,7.69,0,0,0,0,0,0,0,11.54,0,0,11.54,0,0,19.23,15.38,3.85,0,0,0,0,0,0,0,0,19.23
"44","44",44,5,20,0,260,50,10,10,5,0,0,5,0,0,5,15,10,5,5,0,20,0,0,0,0,5,5,5,0,0,0,0,10,5,0,0,10,10,0,5,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,15,0,5,5,0,0,0,0,0,0,0,0,10,0,0,10,0,0,25,20,0,0,0,0,0,0,5,5,0,25
"45","45",45,4.5,9,0,333.33,55.56,44.44,11.11,11.11,0,0,0,0,33.33,11.11,0,22.22,0,0,0,33.33,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,22.22,0,0,0,0,0,0,22.22,22.22,0,44.44
"46","46",46,4,8,12.5,212.5,50,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,25,25,0,0,0,0,0,0,0,0,0,25
"47","47",47,2,2,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"48","48",48,8,8,0,325,75,25,25,12.5,0,0,12.5,0,0,12.5,12.5,25,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,12.5,12.5,0,25
"49","49",49,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"50","50",50,5,5,0,220,60,0,0,0,0,0,0,0,0,0,0,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20
"51","51",51,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"52","52",52,8,8,12.5,275,62.5,25,12.5,12.5,0,0,0,0,12.5,12.5,0,25,12.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,12.5,12.5,0,25
"53","53",53,7,7,14.29,328.57,71.43,14.29,14.29,14.29,0,0,0,0,0,0,28.57,0,14.29,28.57,14.29,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29
"54","54",54,14,42,19.05,283.33,54.76,19.05,14.29,11.9,0,0,2.38,0,4.76,4.76,14.29,7.14,7.14,7.14,0,16.67,2.38,4.76,0,0,0,2.38,2.38,0,0,0,0,4.76,0,0,0,2.38,9.52,7.14,0,0,0,0,2.38,7.14,0,2.38,4.76,4.76,0,4.76,0,0,4.76,0,0,0,0,4.76,4.76,14.29,0,9.52,0,7.14,2.38,0,0,0,0,0,0,4.76,0,0,2.38,2.38,0,11.9,7.14,2.38,0,0,0,0,0,2.38,2.38,0,11.9
"55","55",55,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"56","56",56,2,2,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"57","57",57,12.5,25,12,260,68,28,16,8,0,8,0,0,12,4,16,8,8,8,0,8,4,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8
"58","58",58,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,0,0,0,0,0,0,0,0,0,50
"59","59",59,7,21,14.29,276.19,57.14,23.81,9.52,9.52,0,0,0,0,14.29,0,4.76,19.05,4.76,4.76,4.76,19.05,4.76,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,14.29,4.76,0,0,4.76,0,9.52,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,19.05,0,0,0,0,0,9.52,0,0,0,0,0,4.76,0,0,4.76,0,0,19.05,14.29,0,0,0,0,0,0,4.76,4.76,0,19.05
"60","60",60,7,7,28.57,342.86,42.86,28.57,28.57,28.57,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,14.29,14.29,0,28.57
